profile_id,survey_link,status,survey_completion_date_time,data_pipeline,link_source,platform,os,browser,version,ip,market,language,duration_seconds,[q5]: Single-select - What is your biological gender?,[q6]: Single-select - What is your race?,"[q7]: Single-select - Do you currently drive or have access to a car (owned, shared, or rental)? ",[q8]: Multi-select - What are your main reasons for not owning or driving a car?,"[q10]: Grid Single-select - We are going to show you a series of statements. Using the scale provided, kindly tell us how you feel about each of the statements. - Certificate of Entitlement (COE) prices are too high for the average Singaporean. ","[q11]: Grid Single-select - We are going to show you a series of statements. Using the scale provided, kindly tell us how you feel about each of the statements. - The COE system is effective in keeping Singapore’s vehicle population under control. ","[q12]: Grid Single-select - We are going to show you a series of statements. Using the scale provided, kindly tell us how you feel about each of the statements. - The COE system is a fair way to decide who gets to own a car in Singapore.","[q13]: Grid Single-select - We are going to show you a series of statements. Using the scale provided, kindly tell us how you feel about each of the statements. - The COE system should be reviewed or improved to better meet current needs. ","[q14]: Grid Single-select - We are going to show you a series of statements. Using the scale provided, kindly tell us how you feel about each of the statements. - The government is doing enough to manage and stabilise COE prices."
jrqffLJ1u7dfkHjjWadGPxP7o0WNc780yPA4g7XJWyjCSCLV,,completed,2025-11-07T09:35:51.623+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,401.06,Female,Malay,"No, I do not drive or have access to a car",Sufficient public transport options ; I do not have a driving licence,Neutral,Agree,Agree,Neutral,Strongly Disagree
G2xuGN8Q6C7oldum94u3MolrCPKaCLWTeqq2mnzCBJVwEmbr,,completed,2025-11-06T19:16:04.299+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,41.34,Female,Chinese,"Yes, I own a car ",,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Disagree
afnnlVAnTMozs77kfkOdI2G2sJaIw8AJ4h64R8FnXx6tz7dp,,completed,2025-11-07T08:24:52.801+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,38.85,Male,Chinese,"Yes, I own a car ",,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
STPO468ejOvyIoknINSLEl5TPmbg5gu6RCuL3NZdAVJfhkYz,,completed,2025-11-07T08:24:17.523+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,42.62,Male,Chinese,"Yes, I share a car with others (e.g. family, friends)",,Disagree,Neutral,Disagree,Strongly Agree,Disagree
FpForEizmHnDQBREHUOFXa3EzmO31BQAJk15pxMRNNs8vLVq,,completed,2025-11-06T18:19:42.115+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,52.73,Male,Chinese,"Yes, I share a car with others (e.g. family, friends)",,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree
wGQHXDzBGY1V6SduJ5kU9K0o2zsv8BURjzsuwOanEhnehFNt,,completed,2025-11-06T21:25:13.770+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,32.91,Male,Chinese,"Yes, I share a car with others (e.g. family, friends)",,Neutral,Agree,Neutral,Agree,Agree
OXjTUnAwQCenqIWgzgU9NeSTukC3veCX4adBmtvZKmo7SY2v,,completed,2025-11-07T14:06:34.697+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,42.18,Male,Chinese,"Yes, I own a car ",,Strongly Agree,Neutral,Agree,Agree,Neutral
gQ83F1PoytMki8yh9d9jcF4UHNTQFsRmz5FC3WZg2CVrRXk8,,completed,2025-11-07T05:50:14.894+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,44.7,Female,Others,"No, I do not drive or have access to a car","Certificate of Entitlement (COE) prices are too high; General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ",Strongly Agree,Disagree,Neutral,Agree,Neutral
20PnUblbuVlgOwCP3rBvT2NUfRY9gdq0dBeJRf9FEFlqY4EW,,completed,2025-11-06T22:35:39.100+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,32.1,Female,Others,"No, I do not drive or have access to a car","Certificate of Entitlement (COE) prices are too high; General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ",Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
PZsC507C4xojNHsW63uCONQwReF8tTlEdk6oUIEgXWm3Thl2,,completed,2025-11-07T06:39:23.714+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,39.62,Male,Chinese,"Yes, I own a car ",,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
LQRZnsiQglXHTjSVNMfIvps9j56hiHbsbUFJdOBAnjMHrmyp,,completed,2025-11-06T18:17:00.551+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,38.97,Female,Malay,"Yes, I use car rental or car-sharing services",,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral
qjE8Yj8ZvC3dhWi3ZwDsdCoBxVPHaTLFSfD8hY6T4AatPIle,,completed,2025-11-07T21:54:31.853+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,60.29,Male,Chinese,"No, I do not drive or have access to a car",I do not have a driving licence,Disagree,Neutral,Disagree,Disagree,Neutral
MIE96DsCxj8zhPHRyDymQdNxNwlsYJZThiV2CpKBEPASGH5j,,completed,2025-11-07T20:20:20.321+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,110.3,Male,Chinese,"Yes, I own a car ",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
IQjHEvJL9q9Uz0tqGh4Z49N4rir4qdw1PIRD2WlvRfGfbhhX,,completed,2025-11-06T20:12:26.931+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,124.74,Male,Chinese,"Yes, I own a car ",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
WGWvDW9Q7cnaXU0vzP1N4kMzUWhRyAgassh6K83SOF2n8rXM,,completed,2025-11-08T14:25:50.510+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,39.28,Male,Chinese,"No, I do not drive or have access to a car","Certificate of Entitlement (COE) prices are too high; General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ",Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral
6ZbPydt8lcV1ivXHSLTaK3x8dOHg1FSmeQZxK7Bn1aZ6UGrE,,completed,2025-11-07T13:05:32.146+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,37.19,Female,Malay,"No, I do not drive or have access to a car",I do not have a driving licence,Strongly Agree,Agree,Agree,Agree,Neutral
I3ar36DM0kKB0uFcxSt31ZRUqV5gMhuahk9akAMyb8N2moVY,,completed,2025-11-06T18:10:26.659+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,89.48,Male,Chinese,"Yes, I own a car ",,Strongly Agree,Agree,Agree,Strongly Agree,Neutral
o8F5HaJ4aobUf7ExEtmM6V4dKUXnpbDrgblgPz02eo1w4sN2,,completed,2025-11-07T08:49:59.776+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,49056.35,Male,Indian,"Yes, I own a car ",,Agree,Disagree,Neutral,Strongly Agree,Neutral
6Ri1ebavos6a6Xji8HtIjtjJ3TW6ciJp0RuS5ZEqU151Nbkq,,completed,2025-11-06T15:35:04.699+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,56.13,Male,Indian,"Yes, I own a car ",,Strongly Agree,Disagree,Disagree,Disagree,Neutral
kY8SvVFoGge1hCGJAE4p1R624R60uoJa2p3QlnSe8zwmrx9D,,completed,2025-11-08T18:19:11.534+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,43.52,Male,Chinese,"No, I do not drive or have access to a car",Sufficient public transport options ; I do not have a driving licence,Strongly Agree,Neutral,Neutral,Neutral,Neutral
57SY3NxecibbdsHjzF9LbbLU3vhMbmMPrFRBipCMHLKw58Y4,,completed,2025-11-08T14:28:35.028+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,43.2,Female,Chinese,"No, I do not drive or have access to a car","General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ; I do not have a driving licence",Strongly Agree,Neutral,Neutral,Agree,Neutral
EAHID4nveKIfywf9Xy0oxkoKXEGIhKd0xmSAevU8ZYbwuP8E,,completed,2025-11-07T09:17:54.070+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,43.68,Female,Chinese,"Yes, I own a car ",,Agree,Strongly Agree,Neutral,Agree,Neutral
z7DmsMEvNoKLBlHRE3ItYdRVcYUSn16I5aNpzo0GFKPm42ah,,completed,2025-11-07T01:30:37.859+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,76.73,Male,Others,"Yes, I use car rental or car-sharing services",,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree
JYpBF0wlKYihtJ7js0IW53bSC5W902aaqSi3o2uCb8WkaKei,,completed,2025-11-08T16:53:19.472+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,72.01,Female,Chinese,"No, I do not drive or have access to a car",I do not have a driving licence,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Agree
aAvTO96XOKjvkYafEkyOAi5htPYq9VkyRe5ZoXpew56zjzQe,,completed,2025-11-08T13:37:39.033+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,45.13,Male,Chinese,"Yes, I use car rental or car-sharing services",,Strongly Agree,Agree,Neutral,Agree,Neutral
N2LAabBsiwZHs7vtyCcep8zh9YWrgASHtHYDBt7qMUWcrjkB,,completed,2025-11-07T06:19:32.361+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,52.65,Female,Caucasian,"Yes, I share a car with others (e.g. family, friends)",,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree
mKSr05rUikyYJ2eW3A7xRpswYZmhRB70A32jCj549KhXTkai,,completed,2025-11-07T10:42:48.060+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,59.38,Male,Chinese,"No, I do not drive or have access to a car","Certificate of Entitlement (COE) prices are too high; General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ",Agree,Agree,Neutral,Agree,Neutral
CWxtlVwmY69scTAvwY1gQChDI93Dnf6MhWlkKtRPujPwQP6m,,completed,2025-11-07T16:19:01.763+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,133.13,Female,Chinese,"No, I do not drive or have access to a car","Sufficient public transport options ; I prefer other modes of transport (e.g. cycling, ride-hailing) ",Neutral,Neutral,Neutral,Agree,Neutral
w5eRn4eDsyOUl6B0fTas93ppb722oEV0VVnxgEEfZ8U3fiYR,,completed,2025-11-07T13:50:35.211+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,82.37,Female,Malay,"No, I do not drive or have access to a car",I do not have a driving licence,Strongly Agree,Neutral,Neutral,Neutral,Disagree
UI8UtSZP8DADQDjfyOgZnKfMGW93TJ77IlhfgdvyZljFHx5Y,,completed,2025-11-07T07:11:56.958+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,40.33,Male,Chinese,"Yes, I use car rental or car-sharing services",,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Disagree
tip18ZqrUymYnfEP0FNmgA56GdMR8LAufvH7psEWlnAKVAE6,,completed,2025-11-07T17:58:32.313+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,42.09,Female,Malay,"No, I do not drive or have access to a car","General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ; I do not have a driving licence",Strongly Agree,Agree,Neutral,Disagree,Strongly Disagree
Nr2U6wTYg8WaFaCE9t2hyquaId88Y5lHBkAwnO6mLq22GZlc,,completed,2025-11-07T20:15:11.594+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,40.69,Male,Chinese,"Yes, I own a car ",,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
IKlWQvHqwnBlXVdFWhXQL4oTpwE3aYdxjSGp21AsRzvjzgMG,,completed,2025-11-07T19:10:46.846+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,36.32,Male,Chinese,"Yes, I own a car ",,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree
WDnWZeJXtKOQ8vZga0wQp8Li2fO19fU8ZZkKGYXNStS386S0,,completed,2025-11-06T22:23:39.533+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,34.02,Female,Indian,"Yes, I own a car ",,Strongly Agree,Agree,Agree,Agree,Neutral
XaKayhSbHEKLNuaZNwSrrwkxGLNLKWj9HFYX6LAOnTudWHwi,,completed,2025-11-08T16:54:42.955+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,34.3,Female,Chinese,"No, I do not drive or have access to a car",Sufficient public transport options ,Agree,Agree,Neutral,Agree,Strongly Disagree
znFqTmkuIPsfdhwvqJLngqUImMVam6KcbqxGfCuZjz3xCLw8,,completed,2025-11-07T11:29:13.478+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,69.02,Male,Chinese,"No, I do not drive or have access to a car",Certificate of Entitlement (COE) prices are too high; Sufficient public transport options ,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
GmPQb5SpED80R4VHXsWlc9aYfcd94zZlsYM7ul4JvpNwnr4f,,completed,2025-11-07T20:03:52.014+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,21.76,Female,Indian,"Yes, I share a car with others (e.g. family, friends)",,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree
jiB47FlfbsH5WF7X09QwMYnoVRSGAIgII4MHXHLlf4ingnBr,,completed,2025-11-07T17:48:49.489+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,67,Male,Chinese,"Yes, I use car rental or car-sharing services",,Strongly Agree,Neutral,Neutral,Neutral,Neutral
M0daHkmLQhd24GoHhr5AaxuUoFfv7xIgwuCLri90OYJtKnny,,completed,2025-11-07T03:48:40.185+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,245.68,Female,Chinese,"Yes, I share a car with others (e.g. family, friends)",,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
oj5sZAZnkdIYsc10NTRyjpdUV9WIzpBHpGnhvooQslPddl7L,,completed,2025-11-06T22:18:03.521+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,42.91,Male,Indian,"No, I do not drive or have access to a car",I do not have a driving licence,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
SLs406b5ZrwPWB7kpFr8EchINQIYQwpIWw3pJPu902KHe7Ph,,completed,2025-11-07T14:27:48.435+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,29.11,Male,Chinese,"No, I do not drive or have access to a car",Environmental or sustainability concerns ; I do not have a driving licence,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Neutral
sKPHRKYDWlqnAZ7YhcDD8Th48w6PzgUtN1KnM5b0zsQYXQNP,,completed,2025-11-07T17:57:06.869+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,83.53,Female,Chinese,"No, I do not drive or have access to a car","General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ; I do not have a driving licence",Neutral,Disagree,Neutral,Strongly Disagree,Neutral
gZ5fBMsuMO1SK8eRKyj7Ja2ikbfbH5Y3lgRv77fMrD0Lcepn,,completed,2025-11-06T19:48:29.329+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,43.81,Male,Indian,"Yes, I share a car with others (e.g. family, friends)",,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree
0kEE1Gn1h2Z8PSPKeBakXg6GLolK61rAogJ8SF0nGaTqPrKG,,completed,2025-11-08T12:50:13.536+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,37.64,Female,Chinese,"No, I do not drive or have access to a car",Sufficient public transport options ; I do not have a driving licence,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree
F8TfZcBVg5Trv9ohEx5W8x28unOcyGtxCkKMazdON6x3CDyG,,completed,2025-11-06T18:36:54.239+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,36.72,Male,Indian,"Yes, I own a car ",,Neutral,Neutral,Agree,Strongly Disagree,Disagree
8GIfqX3Mufvm7TwnQ3JCrDQ9KHIe98FQzu6JfD1C3RDz9Vlx,,completed,2025-11-06T22:59:00.300+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,54.11,Male,Chinese,"No, I do not drive or have access to a car",Other,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree
ilbj8WGtrwLWnXI05yBmX6eX7OieVzJn5xm4Jyr3ArzZ1d1k,,completed,2025-11-08T15:54:15.173+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,123.08,Male,Chinese,"No, I do not drive or have access to a car",I do not have a driving licence,Strongly Disagree,Strongly Agree,Agree,Agree,Agree
n3o69WskERDAlKm42rlh2IvPMtP7LevpMUXZKKIeqNXF90LJ,,completed,2025-11-07T11:19:23.926+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,46.37,Female,Caucasian,"Yes, I own a car ",,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Disagree
yu9GOcQ8LLlH16XYKvq7hEA6tiQXlritBm5Zyud0CCjPnpRF,,completed,2025-11-07T11:49:26.360+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,45.5,Male,Chinese,"No, I do not drive or have access to a car","Sufficient public transport options ; I prefer other modes of transport (e.g. cycling, ride-hailing) ",Strongly Agree,Neutral,Agree,Agree,Strongly Agree
ZtFY7ril3XCbPfcYpICh1FfI9XVmkkdYkGve6PG3JuhLfy55,,completed,2025-11-07T00:29:54.719+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,63.13,Male,Chinese,"Yes, I use car rental or car-sharing services",,Agree,Agree,Neutral,Agree,Disagree
O3OyPdJ9lNIY47ODqQ2pDRGAwJ8JsKefM4Kf2HsfZtRGFy5m,,completed,2025-11-07T21:16:33.992+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,28.11,Female,Malay,"Yes, I share a car with others (e.g. family, friends)",,Strongly Agree,Disagree,Neutral,Strongly Agree,Disagree
ms3KGBaYCQcHybdc6hcvPZFGxeyCRfQ77xOr1RZEzBMq7TbL,,completed,2025-11-07T22:12:16.986+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,108.41,Female,Chinese,"Yes, I share a car with others (e.g. family, friends)",,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree
fkdhzr0bVGfq3FGTM1tEiasnGq2ELjNE3Z4Vr1t0XhPVo0CT,,completed,2025-11-07T00:19:17.293+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,61.62,Male,Indian,"No, I do not drive or have access to a car","Certificate of Entitlement (COE) prices are too high; General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ",Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree
87kCxrGJMwZfClDFp6aBXGpXkpuyuU5QKEHP3XttL33ZAegk,,completed,2025-11-06T21:40:13.481+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,97.55,Female,Chinese,"Yes, I share a car with others (e.g. family, friends)",,Strongly Agree,Neutral,Disagree,Agree,Disagree
Ar1sFz8hWEYzfCF9pzchqcK6vJsWdL3P6m1Qp6S6nSyC3Nry,,completed,2025-11-06T21:44:36.932+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,33.8,Male,Chinese,"Yes, I own a car ",,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree
1KqKHGMgm8n5GkGtIhq50f0Sw5mIrlM9JjVf1khALGmaSbGq,,completed,2025-11-07T01:22:59.850+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,51.68,Female,Malay,"No, I do not drive or have access to a car",I do not have a driving licence,Strongly Agree,Neutral,Neutral,Agree,Disagree
tq7nj3azs489saHAHN6UI9oYHYBrLVvgnDQLaeYEIwOY2x4R,,completed,2025-11-08T12:02:20.679+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,34.96,Female,Chinese,"No, I do not drive or have access to a car","Certificate of Entitlement (COE) prices are too high; General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ",Neutral,Agree,Neutral,Neutral,Neutral
RuK6Z85UlbpKvL0Xm3P4Fr3gdhAzpkt4ry30RglKFGSNshii,,completed,2025-11-07T19:50:36.696+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,52.94,Female,Chinese,"No, I do not drive or have access to a car","Certificate of Entitlement (COE) prices are too high; General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ",Strongly Agree,Neutral,Disagree,Agree,Neutral
Qdvt28fY4Xx6hjvTXne28nASlR9GhbQRriS8iCkbrLvcmkSw,,completed,2025-11-07T17:05:43.061+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,31.89,Female,Chinese,"No, I do not drive or have access to a car","General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ; I do not have a driving licence",Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
ytMULwob2vxs6hrSgY7TsEKIwBPBYjG7cioqbzqzjchZCyPK,,completed,2025-11-06T21:06:40.429+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,112.38,Male,Chinese,"No, I do not drive or have access to a car","Certificate of Entitlement (COE) prices are too high; General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ",Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral
Tf4w04SYlwmLp7JcNMBIjx3pkGTEZAIoiJONFoh5uYvaiHED,,completed,2025-11-06T15:41:38.750+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,26.65,Male,Malay,"Yes, I own a car ",,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Disagree
THL3lBQX5FJNSr1C7tsBYVQNugvFXcLRkB64YkQ1gcwqdotS,,completed,2025-11-08T14:02:09.094+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,101.55,Female,Chinese,"Yes, I share a car with others (e.g. family, friends)",,Agree,Neutral,Agree,Agree,Strongly Agree
6Gz2K8JLF7BDGIxKg51ZoI5xNakK5deaIKfbTnM2MXAoPy2p,,completed,2025-11-06T19:35:09.271+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,26.16,Male,Chinese,"No, I do not drive or have access to a car","Sufficient public transport options ; I prefer other modes of transport (e.g. cycling, ride-hailing) ",Strongly Agree,Agree,Agree,Agree,Strongly Agree
WwxswecuOcoJpJATwewWPdm6OJsu5DHmmbFbDD9Y09QkBTru,,completed,2025-11-07T20:36:47.384+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,28.71,Male,Chinese,"Yes, I share a car with others (e.g. family, friends)",,Strongly Agree,Neutral,Disagree,Strongly Disagree,Disagree
ry3NAbylNxdGQnMKltsdogRkkfae56eRB0SyinypxMprf9tl,,completed,2025-11-07T09:52:51.160+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.189.201,SG,EN,357.47,Male,Chinese,"Yes, I share a car with others (e.g. family, friends)",,Agree,Agree,Agree,Agree,Neutral
JJrwp3r2UkUf4zOlEDsoKRf4r259SXkJzmMRM4nlSypMXnOw,,completed,2025-11-07T19:04:43.722+8:00,SG live,,iPhone,iOS,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,47.42,Male,Chinese,"No, I do not drive or have access to a car",I do not have a driving licence,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree
WLRqnBWBozody2rA618iugthEEKOGB0hN0FR4H2lfwbd1jBV,,completed,2025-11-07T13:20:06.829+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,44.49,Male,Chinese,"Yes, I own a car ",,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
VQWIN7mtfFqNDDapQM6gI7pnlUxTabssLJKCGPUm3nV5gNn6,,completed,2025-11-07T13:20:54.171+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,55.16,Male,Chinese,"No, I do not drive or have access to a car","Certificate of Entitlement (COE) prices are too high; I prefer other modes of transport (e.g. cycling, ride-hailing) ",Strongly Agree,Neutral,Disagree,Agree,Disagree
aLdpXMvF9N95V53mx1UbZ8LYIjPO6V5Wy1LHy2EyjZQvJl8E,,completed,2025-11-07T08:17:57.972+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,43.62,Male,Chinese,"Yes, I own a car ",,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Neutral
2ntSD8GRewD9FKjSYRfxfzKP67rke9CjrvPAJVC7COGWtjdX,,completed,2025-11-07T22:29:59.146+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.152.87,SG,EN,55.61,Male,Chinese,"No, I do not drive or have access to a car","Certificate of Entitlement (COE) prices are too high; General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ",Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral
8L3gmXDqL9hZp88SweVQeJfXB2fSpl8u9zozzXAyeuWq8xgb,,completed,2025-11-08T18:30:54.986+8:00,SG live,,Android,unknown,MilieuSurveysMobile,2.9.5,192.168.104.49,SG,EN,89.44,Female,Chinese,"No, I do not drive or have access to a car","Certificate of Entitlement (COE) prices are too high; General cost of car ownership is too high (e.g. maintenance, fuel, insurance) ",Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree
